Company Name,Current Email,Current Phone,Contract Value
VITALANT,,,6966738.0
AUDACIOUS INQUIRY LLC,,,6957846.85
ARC - IMPERIAL VALLEY,,,6936417.91
GE ENERGY POWER CONVERSION USA INC.,,,6928373.630000001
GUNNISON CONSULTING GROUP  INC.,,,6919201.92
PRAIRIE FARMS DAIRY  INC.,,,6915421.86
ACE INFO SOLUTIONS  LLC,,,6910719.98
GOODWILL INDUSTRIES OF SOUTH FLORIDA INC,,,6896797.300000001
KANSAS DEPARTMENT FOR CHILDREN AND FAMILIES,,,6893908.3
PAE HOLDING CORPORATION,,,6887107.25
AECOM SERVICES  INC.,,,6875880.33
AFOGNAK NATIVE CORPORATION,,,6861349.82
EXPERIAN INFORMATION SOLUTIONS INC,,,6850876.15
FOUR RIVERS NUCLEAR PARTNERSHIP  LLC,,,6832251.59
TOTE MARITIME ALASKA  LLC,,,6820700.99
UNIVERSITY OF SOUTH ALABAMA,,,6819879.0
SATCOM DIRECT COMMUNICATIONS  INC.,,,6812608.32
RESOURCE ENVIRONMENTAL INC,,,6811000.0
CHRISTUS SANTA ROSA HEALTH CARE CORPORATION,,,6805583.48
ORTHO-CLINICAL DIAGNOSTICS  INC.,,,6802493.42
COMPAGNIE MERIEUX ALLIANCE,,,6795188.359999999
ARES TECHNICAL SERVICES CORPORATION,,,6768942.83
PRECISION RESOURCES  INC.,,,6761980.0
SIVANTOS  INC.,,,6759464.369999999
M. ARTHUR GENSLER JR. & ASSOCIATES  INC.,,,6731283.01
EA-BAKER PARTNERS JV,,,6699740.0
GRUPO LA MODERNA  S.A. DE C.V.,,,6663467.35
CRASSOCIATES  INC.,,,6646496.4
ORBITAL SCIENCES LLC,,,6631829.119999999
I TECH AG LLC,,,6592646.27
TERRASOND LIMITED,,,6560264.42
AH/BC NAVY JV  LLC,,,6548691.83
MCNALLY INDUSTRIES  LLC,,,6541112.0
ROLLS-ROYCE HOLDINGS PLC,,,6540722.0
STRYTEN ENERGY LLC,,,6489822.550000001
ANDURIL INDUSTRIES  INC.,,,6464227.0
CORPS SOLUTIONS LLC,,,6451161.039999999
LABORATORY CORPORATION OF AMERICA HOLDINGS,,,6443197.76
QUADIENT S.A.,,,6435499.16
ROSEN'S DIVERSIFIED  INC.,,,6412140.0
DAVIS CONSTRUCTORS & ENGINEERS  INC.,,,6400000.0
TRANSDIGM INC,,,6365853.86
ORBIS SIBRO INC,,,6353766.04
QUALITY ENTERPRISES USA  INC.,,,6343990.4
HOLOGIC SALES AND SERVICE  LLC,,,6341693.01
RICOH COMPANY LTD.,,,6329184.76
THE SURVICE ENGINEERING COMPANY LLC,,,6323161.54
DAIRY FARMERS OF AMERICA  INC.,,,6278903.52
BELCAN  LLC,,,6240046.0
ENTERGY CORPORATION,,,6224200.0
CARDNO GS - AECOM PACIFIC JV,,,6207801.6
ROHR  INC.,,,6205625.0
TRANE U.S. INC.,,,6203928.3
SABRE SYSTEMS  INC.,,,6202002.18
L3HARRIS MARITIME SERVICES INC,,,6196806.85
SRC  INC.,,,6196683.0
SOAR TECHNOLOGY  INC.,,,6166355.0
RLF & CN JV,,,6150890.0
K2 SOLUTIONS INC,,,6122640.0
SYSTEM ONE HOLDINGS  LLC,,,6118129.23
TIP TOP POULTRY  INC.,,,6093906.0
DALET HOLDING,,,6070583.0
NEW TECH SOLUTIONS  INC.,,,6053522.46
FRANCONIA REAL ESTATE SERVICES  INC.,,,6028910.85
SGI GLOBAL LLC,,,6000712.4
PIONEER CREDIT RECOVERY  INC,,,6000000.0
TRANSWORLD SYSTEMS INC.,,,6000000.0
MH SUB I  LLC,,,5991580.680000001
COUNTY OF GRAND FORKS,,,5979717.4399999995
INDUSTRIES FOR THE BLIND AND VISUALLY IMPAIRED  INC.,,,5979156.9
BBB IBI JV,,,5964309.48
FINCANTIERI MARINE REPAIR LLC,,,5964017.88
ROYAL ARC WELDING COMPANY,,,5941889.72
HEALTH & HUMAN SERVICES  NORTH CAROLINA,,,5937981.4
ASMD LLC,,,5936287.0
PAE NATIONAL SECURITY SOLUTIONS LLC,,,5934587.82
SMITHFIELD PACKAGED MEATS SALES CORP.,,,5927932.26
SAFE BOATS INTERNATIONAL LLC,,,5922220.46
PCX AEROSTRUCTURES  LLC,,,5916108.0
THE REGENTS OF THE UNIVERSITY OF COLORADO,,,5900652.0
COVENTBRIDGE USA INC,,,5900531.14
NORWICH UNIVERSITY APPLIED RESEARCH INSTITUTES LTD,,,5900000.0
FISHER BIOSERVICES INC,,,5892129.0
THE VANDERBILT UNIVERSITY,,,5887605.0
STS INTERNATIONAL  INCORPORATED,,,5885115.92
BEAVER AEROSPACE & DEFENSE  INC.,,,5884100.0
HELLMUTH  OBATA & KASSABAUM  INC.,,,5876846.4
SYSTEMS APPLICATION & TECHNOLOGIES INC,,,5865770.67
SHORT BARK INDUSTRIES  INC.,,,5864659.35
BUTTERBALL  LLC,,,5845749.0
MEGGITT AIRCRAFT BRAKING SYSTEMS CORPORATION,,,5832049.19
HANFORD TANK WASTE OPERATIONS & CLOSURE  LLC,,,5831716.0
SPECTRUM FEDERAL SOLUTIONS LLC,,,5825500.82
KANSAS  STATE OF,,,5809022.9
GUIDEHOUSE LLP,,,5807410.08
KCI-ACUITY  LLC,,,5779519.36
GE ENERGY POWER CONVERSION NAVAL SYSTEMS INC.,,,5777053.0
SAN DIEGO GAS & ELECTRIC COMPANY,,,5767919.28
EXPERIAN PLC,,,5759080.0
AECOM GARVER FTW MILCON JV,,,5749895.19
BCF SOLUTIONS  INC.,,,5741067.0
S.J. LOUIS CONSTRUCTION  INC,,,5727878.780000001
CUBIC DEFENSE APPLICATION  INC. (CDAI),,,5721874.96
EXIDE TECHNOLOGIES  LLC,,,5714406.57
THE KINTOCK GROUP INC,,,5710451.0
POMP'S TIRE SERVICE  INC.,,,5697216.0
TITAN ROOFING  INC,,,5693000.0
TRUSTEES OF DARTMOUTH COLLEGE,,,5691707.0
POND-WOOLPERT  LLC,,,5680029.75
DESIGN AND PRODUCTION INCORPORATED,,,5661168.0
OCCUPATIONAL TRAINING CENTER OF BURLINGTON COUNTY,,,5635597.94
SUPPORT SYSTEMS ASSOCIATES  INC.,,,5629600.0
MERRILL TECHNOLOGIES GROUP  LLC,,,5621695.69
NORTHWEST REGIONAL RE-ENTRY CENTER (NWRRC),,,5609443.779999999
PRAGMATICS  INC.,,,5599809.91
SSFM-NOEI LLC,,,5596727.0
THE CENTECH GROUP INC.,,,5593877.46
MAYO CLINIC,,,5587382.0
AMERICAN PETROLEUM TANKERS PARENT LLC,,,5570000.0
MAYTAG AIRCRAFT LLC,,,5561262.0
INSIGHT PUBLIC SECTOR INC,,,5553727.0
NRG BUSINESS MARKETING LLC,,,5551912.96
AVAYA FEDERAL SOLUTIONS  INC.,,,5550824.75
SEMANTICBITS LLC,,,5529774.57
SEATTLE INDIAN HEALTH BOARD INC,,,5515303.0
CHROMALLOY GAS TURBINE LLC,,,5514902.0
WORK SERVICES CORPORATION,,,5506724.87
UNIVERSITY OF MONTANA SYSTEM,,,5504851.0
CROSSPOINT INC,,,5496499.33
TRIALCARD INCORPORATED,,,5496098.0
CLIENT SOLUTION ARCHITECTS LLC,,,5484244.109999999
TUNNELL CONSULTING INC,,,5483909.76
REACH MEDICAL HOLDINGS  INC.,,,5477765.01
OWENS & MINOR  INC.,,,5473129.38
THE WHITESTONE GROUP  INC.,,,5471698.720000001
EUTELSAT AMERICA CORP.,,,5453237.04
SNAP-ON INCORPORATED,,,5453048.94
ANDRITZ AG,,,5447467.0
COMMUNITY EDUCATION CENTERS  INC.,,,5439624.92
WILEY & WILSON  INC.,,,5433268.1
FRESENIUS SE,,,5416567.4
NICE LTD,,,5414234.1
SEAL DYNAMICS LLC,,,5407955.5
CONSTRUCTION PARTNERS  INC.,,,5399968.78
HDR GEI JOINT VENTURE,,,5384082.82
SIMMONDS PRECISION PRODUCTS INC,,,5383558.0
REED TECHNOLOGY AND INFORMATION SERVICES LLC,,,5360929.07
KRUEGER INTERNATIONAL  INC.,,,5358347.31
RELIANCE STEEL & ALUMINUM CO.,,,5350937.91
GOVCONNECTION INC,,,5349658.62
DOCUMENT STORAGE SYSTEMS  INC.,,,5317992.4799999995
RELX INC,,,5314464.0
SPECTRAL SCIENCES  INC,,,5285107.0
GOODWILL INDUSTRIES OF NORTH FLORIDA  INC.,,,5284794.06
ALLIUM US HOLDING LLC,,,5269076.529999999
AB STAFFING SOLUTIONS  LLC,,,5256880.0
L3 AVIATION PRODUCTS INC,,,5256203.0
WOODWARD GOVERNOR COMPANY,,,5249489.33
AMERICAN WATER ENTERPRISES  LLC,,,5248666.8
UNISON INDUSTRIES LLC,,,5210650.0
UNIVERSITY OF OKLAHOMA,,,5209333.0
IDSC HOLDINGS LLC,,,5206364.34
BGRS RELOCATION INC,,,5187006.65
HALVIK CORP.,,,5153796.04
CG SERVICES LLC,,,5142610.0
APHENA PHARMA SOLUTIONS-TENNESSEE  LLC,,,5134610.2299999995
SHERLOCK  SMITH & ADAMS PAGESOUTHERLANDPAGE JOINT VENTURE,,,5130438.35
CAES SYSTEMS LLC,,,5110920.0
INDUSTRIAL ECONOMICS INC,,,5107056.8100000005
PACIFIC SCIENTIFIC ENERGETIC MATERIALS CO CALIFORNIA LLC,,,5094236.0
COMMUNITY SOLUTIONS  INC.,,,5082055.83
THOMPSON ENGINEERING  INC.,,,5067249.1
CRESTWOOD TECHNOLOGY GROUP  LLC,,,5060000.0
PIONEER HUMAN SERVICES,,,5057631.76
ENTERPRISE PROFESSIONAL SERVICES  INC,,,5049366.32
OREGON HEALTH & SCIENCE UNIVERSITY,,,5044005.0
KARL STORZ SE & CO. KG,,,5022975.93
IOWA HEALTHCARE COLLABORATIVE,,,5022521.0
BLUE ORIGIN FLORIDA  LLC,,,5000000.0
FERMI FORWARD DISCOVERY GROUP  LLC,,,5000000.0
UPS SUPPLY CHAIN SOLUTIONS  INC.,,,5000000.0
CREE  INC.,,,4999904.0
ARMTEC COUNTERMEASURES COMPANY,,,4999693.1
EPSILON C5I INC,,,4996626.3
PARATA SYSTEMS  LLC,,,4994700.0
AVOX SYSTEMS INC,,,4988205.04
DYNAMIS  INC.,,,4978363.42
ADELANTE DEVELOPMENT CENTER INC,,,4969422.95
DRC EMERGENCY SERVICES  LLC,,,4967945.28
PC MECHANICAL  INC.,,,4950865.67
STANTEC GS INC.,,,4949699.86
CLARIVATE PLC,,,4925862.0
AIR CENTER HELICOPTERS  INC.,,,4916299.08
MANSON/CONNOLLY SEAL BEACH JV,,,4896840.67
HENDALL INC,,,4892083.0
ALCOHOLISM SERVICES OF KNOXVILLE INC,,,4887189.0
TEVA PHARMACEUTICAL INDUSTRIES LIMITED,,,4886300.16
WESTON - ER FEDERAL SERVICES  LLC,,,4864678.21
THOMAS B. THRIGES FOND,,,4861646.01
PERATON AEROSPACE & DEFENSE INC.,,,4859424.47
GOLDBELT  INCORPORATED,,,4850028.0
ATMOS ENERGY CORPORATION,,,4850000.0
BENHAM DESIGN  LLC,,,4835271.92
UNIVERSITY OF WISCONSIN SYSTEM,,,4830852.0
ALTEC  INC.,,,4830681.0
CARLEY CORPORATION,,,4814412.0
EDUCATION TRAINING & RESEARCH ASSOCIATES,,,4806272.55
AON CONSULTING  INC.,,,4799715.0
AMERICAN BRIDGE HOLDING COMPANY,,,4797001.5600000005
TYLER FEDERAL  LLC,,,4792854.18
ZEL TECHNOLOGIES  LLC,,,4791293.0
WHITESTONE GROUP  INC.  THE,,,4790721.12
MICHAEL STAPLETON ASSOCIATES  LTD.,,,4785073.37
FUJIFILM HOLDINGS CORPORATION,,,4765013.63
TEKSYNAP CORPORATION,,,4754704.0
HDR-OBG A JOINT VENTURE,,,4753916.0
ENGINEERED COIL COMPANY,,,4744784.24
BUNGE LIMITED,,,4734199.7
YORKTOWN SYSTEMS GROUP INC,,,4672867.64
RLF AND SHERLOCK SMITH AND ADAMS JV,,,4668802.0
PEERLESS TECHNOLOGIES CORPORATION,,,4665768.6
STEELCASE INC.,,,4650740.220000001
SIGNATURE SCIENCE LLC,,,4647687.03
VARCOMAC LLC,,,4628444.279999999
INSITUFORM TECHNOLOGIES USA  LLC,,,4628116.0
CIANBRO CORPORATION,,,4620815.82
BOSTON SCIENTIFIC CORPORATION,,,4620000.0
THERMO ELECTRON NORTH AMERICA LLC,,,4609753.41
ALABAMA DEPT OF REHABILITATION SERVICES,,,4592339.47
CAPE-BURNS & MCDONNELL JV,,,4588243.359999999
THE ALPHA HOUSE OF SPRINGFIELD,,,4585180.0
GRIMES AEROSPACE COMPANY,,,4583680.0
VOLUNTEERS OF AMERICA OF MINNESOTA,,,4579978.61
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,,,4570688.0
FUGRO N.V.,,,4568841.26
AMENTUM SPACEPORT LLC,,,4552180.0
FISH & WILDLIFE  WASHINGTON STATE DEPARTMENT OF,,,4548629.0
PORT AMHERST  LTD.,,,4547762.26
METAL IMPROVEMENT COMPANY  LLC,,,4545514.0
ROCKWELL COLLINS INC,,,4543248.4
DAVIS BRODY BOND  LLP,,,4542368.7
BLACK & VEATCH - GEI JV,,,4520597.27
STATE OF NORTH CAROLINA,,,4519394.0
AECOM TECHNOLOGY CORPORATION,,,4518767.33
GULFSTREAM AEROSPACE CORPORATION (GEORGIA),,,4516978.93
JACOBS/HDR  A JOINT VENTURE (NAVFAC ATLANTIC SRM),,,4510587.84
REGENSTRIEF INSTITUTE INC,,,4507374.0
KRI AT NORTHEASTERN UNIVERSITY  LLC,,,4502773.0
AIRCRAFT WHEEL AND BRAKE  LLC,,,4493644.0
YOUNG BROTHERS LTD,,,4490283.11
C.J. MAHAN CONSTRUCTION COMPANY  LLC,,,4488053.63
DUN & BRADSTREET INC,,,4487159.98
RQ-AECOM 2 JV,,,4479034.1
AVIONIC INSTRUMENTS LLC,,,4474360.0
LABOR & EMPLOYMENT  COLORADO DEPARTMENT OF,,,4472730.08
WALSH CONSTRUCTION COMPANY II  LLC,,,4444794.85
STANTEC TETRA TECH JV II,,,4439454.08
CA  INC.,,,4428264.2
TELEDYNE INSTRUMENTS INC,,,4426381.8
KARSUN SOLUTIONS LLC,,,4411746.55
STEEL FOUNDERS SOCIETY OF AMERICA,,,4408728.06
ALLCLEAR AEROSPACE & DEFENSE  INC.,,,4397505.2
ATKINS - BLACK & VEATCH - FSB JV,,,4385226.55
VIRGINIA TECH APPLIED RESEARCH CORPORATION,,,4375962.59
BFBC LLC,,,4352651.0
CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,,,4345000.0
DOBCO INC,,,4340781.0600000005
HYDROID  INC.,,,4338841.98
KOKOSING ALBERICI  LLC,,,4337484.0
RESILIENCE ACTION PARTNERS,,,4310001.69
OM GROUP  INC.,,,4282400.0
COFFMAN SPECIALTIES  INC.,,,4278565.0
AMERICAN ELECTRIC POWER COMPANY  INC.,,,4240850.39
WEST LIBERTY FOODS  L.L.C.,,,4215356.0
SARGENT & GREENLEAF  INC.,,,4204800.0
SANFORD RESEARCH,,,4198789.0
ISS ACTION INC,,,4198608.99
BLUE TECH INC.,,,4188122.7199999997
HERMAN CONSTRUCTION GROUP  INC.,,,4169302.09
STERIS CORPORATION,,,4152967.66
TESTEK LLC,,,4151274.0
CBRE INC,,,4148301.48
KOKOSING ALBERICI TRAYLOR  LLC,,,4111706.0
CROMWELL ARCHITECTS ENGINEERS  INC.,,,4103850.7
PROMODEL GOVERNMENT SOLUTIONS INC,,,4103415.0
ARMA GLOBAL CORPORATION,,,4100493.58
ANSYS  INC.,,,4079044.13
DEWBERRY-GF USACE NAN RIVERINE JV PARTNERS,,,4064016.92
GREAT LAKES CHEESE CO.  INC.,,,4059028.2300000004
CONTITECH USA  INC.,,,4045801.53
HEMPHILL CONSTRUCTION CO INC,,,4045748.61
ARIZONA INDUSTRIES FOR THE BLIND,,,4041648.0
COLLABRALINK TECHNOLOGIES  INC.,,,4037970.7800000003
BATTELLE MEMORIAL INSTITUTE INC,,,4031982.0699999994
STANLEY-DOWL JV,,,4030653.06
JLG INDUSTRIES  INC.,,,4015479.45
VANDENBERG SOLAR I  LLC,,,4007613.41
PALMETTO GBA  LLC,,,4004358.0
DAVID EVANS ENTERPRISES  INC.,,,3999940.0
SALVATION ARMY  THE,,,3993578.75
GHD INC.,,,3972535.86
THE MIRROR INC,,,3965685.9
JACOBS BV A JOINT VENTURE,,,3963706.66
MAYO COLLABORATIVE SERVICES  INC.,,,3960000.0
WASHINGTON GAS LIGHT COMPANY,,,3957914.24
AMENTUM ENVIRONMENT & ENERGY  INC.,,,3956607.2
GARCO WEMCO A JOINT VENTURE,,,3953000.0
LAKESHORE LEARNING MATERIALS  LLC,,,3952779.34
ARUP LABORATORIES INC,,,3942735.6
CLARK NEXSEN/ MICHAEL BAKER JV,,,3936035.0
NEUBER ENVIRONMENTAL SERVICE INC,,,3929541.0700000003
"LC INDUSTRIES, INC.",,,3910000.0
SYSMEX CORPORATION,,,3904621.0900000003
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,,,3899913.74
SAVA WORKFORCE SOLUTIONS LLC,,,3887316.0
RQ-ORION JV,,,3877712.0
L-3 COMMUNICATIONS MARIPRO  INC.,,,3860337.0
CHET MORRISON CONTRACTORS LLC,,,3856921.0
ORIANA HOUSE INC,,,3840922.5
CAMEL MANUFACTURING COMPANY LLC,,,3831141.21
ALTARUM INSTITUTE,,,3827008.24
TERMA INC.,,,3821561.74
AUBURN UNIVERSITY,,,3818849.0
EXELON CORPORATION,,,3811544.5
MASSACHUSETTS COMMISSION FOR THE BLIND,,,3804723.08
DELMAR GARDENS ON THE GREEN OPERATING  L.L.C.,,,3790935.11
ARLINGTON CAPITAL PARTNERS V  L.P.,,,3784386.0
OFFSHORE SERVICE VESSELS  L.L.C.,,,3776703.0
EWING COLE INC,,,3774982.0
UNIVERSITY OF CALIFORNIA SAN DIEGO,,,3762319.05
BLACKBOARD INC.,,,3751709.2
AEROSPACE & COMMERCIAL TECHNOLOGIES  LLC,,,3747000.07
REHABILITATION  CALIFORNIA DEPARTMENT OF,,,3745174.1100000003
WHITMAN  REQUARDT AND ASSOCIATES  LLP,,,3729121.0
CMTA-DLR GROUP JV LLC,,,3728461.33
AVON RUBBER P.L.C.,,,3725560.51
INTERNATIONAL MEZZO TECHNOLOGIES  INC,,,3718330.0
URS FEDERAL SERVICES INTERNATIONAL  INC,,,3708818.2
NATIONAL INSTITUTE OF BUILDING SCIENCES,,,3708253.74
WESLEY HEALTH SYSTEM LLC,,,3695760.0
LIONBRIDGE GLOBAL SOLUTIONS II  INC.,,,3685359.59
TRUSTEES OF THE COLORADO SCHOOL OF MINES,,,3670376.0
THE DAVEY TREE EXPERT COMPANY,,,3645494.5700000003
ALASKA AIR GROUP  INC,,,3643894.81
VERSITI WISCONSIN  INC.,,,3641910.0
JERED LLC,,,3638849.05
ROBBINS-GIOIA  LLC,,,3630270.24
METAPHASE CONSULTING LLC,,,3629854.41
ST ONGE CO,,,3628239.17
PENTAX OF AMERICA  INC.,,,3621398.1
MTU AMERICA INC.,,,3616617.6399999997
ATMOSPHERIC & ENVIRONMENTAL RESEARCH INC,,,3615728.0
CHEMONICS INTERNATIONAL  INC,,,3612515.0
FOLSOM DAM CONSTRUCTORS,,,3611372.16
CARDNO TEC-AECOM ATLANTIC JOINT VENTURE,,,3610144.3
FISHER SCIENTIFIC COMPANY L.L.C.,,,3605798.82
UNIVERSITY OF MARYLAND  COLLEGE PARK,,,3599501.0
SEHLKE CONSULTING LLC,,,3566547.59
DEXIS PROFESSIONAL SERVICES  LLC,,,3559270.17
BEYOND VISION INC,,,3555070.9499999997
BLACK CONSTRUCTION CORPORATION,,,3549214.68
THE URBAN INSTITUTE,,,3541888.99
TRACE  INC.,,,3536863.52
COMMUNITY EXTENDED NUCLEAR TRANSITION RESIDENCE FOR EX-OFFENDERS  INC.,,,3529684.02
VEOLIA ENERGY NORTH AMERICA HOLDINGS  INC.,,,3529543.24
NATIVE AMERICAN REHABILITATION ASSOCIATION INC,,,3523301.0
MEDTRONIC PUBLIC LIMITED COMPANY,,,3523126.22
VOLUNTEERS OF AMERICA PUERTO RICO RRC INC,,,3522033.51
TRAINING  REHABILITATION  & DEVELOPMENT INSTITUTE  INC.,,,3521690.69
INDRA AIR TRAFFIC  INC.,,,3506269.0
UNIVERSITY OF ROCHESTER,,,3504539.0
MN-BMCD JV,,,3502534.0
ANALYSIS GROUP  INC.,,,3500000.0
COBHAM COLORADO SPRINGS INC.,,,3500000.0
UNIVERSITY OF NORTH DAKOTA,,,3500000.0
TRAILER TECHNOLOGIES HOLDINGS LLC,,,3492952.03
EAGLE FIRE INC,,,3487000.0
DRMP - AVCON JOINT VENTURE  LLC,,,3481357.37
IIT RESEARCH INSTITUTE,,,3472151.0
GEI CONSULTANTS INC,,,3471984.75
MCLAREN PORT HURON,,,3466980.0
GES-AIS LLC,,,3462473.9299999997
BURNS & MCDONNELL ENGINEERING COMPANY INC,,,3449065.9000000004
WESTON-TECHLAW JV LLC,,,3438990.15
AMAZON.COM  INC.,,,3436438.0200000005
UNITED STATES TECHNOLOGIES INC,,,3426589.8
BWSC EMERSION DESIGN JOINT VENTURE,,,3417341.75
THE FOX FOUNDATION INC,,,3408203.0
H & L CONTRACTING  LLC,,,3407318.5
FIRETREE LTD,,,3405759.51
COMMAND MANAGEMENT SERVICES  INC.,,,3404544.0
VITAL LINK  INC.,,,3403734.29
UNIVERSITY OF MIAMI,,,3399505.0
UIC PARENT CORPORATION,,,3390876.4
AMES CONSTRUCTION  INC.,,,3389477.18
UNIVERSITY OF GEORGIA RESEARCH FOUNDATION  INC.,,,3385596.0
CLIFTONLARSONALLEN LLP,,,3384183.98
CORNELL UNIVERSITY,,,3364321.9
MN-BMCD SE JV,,,3363272.0
ANALEX CORPORATION,,,3354950.0
MIDMARK CORPORATION,,,3349608.42
LEND LEASE CORPORATION LTD,,,3347378.4
OMNICELL  INC.,,,3337174.29
TEXAS TECH UNIVERSITY SYSTEM,,,3334881.0
NUCLEAR FUEL SERVICES INC,,,3331718.0
CDM A JOINT VENTURE,,,3330214.4
ADTRAV CORPORATION,,,3324000.0
ZENETEX LLC,,,3316496.85
HARDIN COUNTY WATER DISTRICT 1,,,3313460.28
ACT1 FEDERAL  LLC,,,3312320.3
MASS GENERAL BRIGHAM INCORPORATED,,,3312196.0
AGFA-GEVAERT,,,3296265.23
BOISE STATE UNIVERSITY,,,3295348.0
INSERSO CORPORATION,,,3293432.0
TW METALS  INC.,,,3291000.0
HEROUX-DEVTEK INC,,,3284899.0
GALLS  LLC,,,3280800.0
HUNTSVILLE REHABILITATION FOUNDATION  INC.,,,3279600.0
GALVESTON COASTAL SERVICES A JOINT VENTURE,,,3263209.35
CHELTON AVIONICS  INC,,,3262737.0
OSI GROUP  LLC,,,3262000.0
FLORIDA TURBINE TECHNOLOGIES INC.,,,3261521.0
CADDELL NOVA A JV,,,3258198.79
CHEMRING SENSORS AND ELECTRONIC SYSTEMS  INC.,,,3253975.0
GILBANE-EXYTE A JOINT VENTURE,,,3252827.22
PALOMAR PRODUCTS  INC.,,,3247585.06
VARCO/MAC ELECTRICAL CONSTRUCTION CO.,,,3227377.32
JACOBS PROJECT MANAGEMENT CO.,,,3206350.23
CARL-ZEISS-STIFTUNG,,,3196881.5
TWC CORP.,,,3190600.0
JJR SOLUTIONS LLC,,,3190540.04
HUTCHINSON INDUSTRIES  INC,,,3179700.0
DYNEGY ENERGY SERVICES (EAST)  LLC,,,3177138.0
CARDNO TEC-LEIDOS  LLC,,,3165153.06
BROWN UNIVERSITY,,,3162005.0
PKL SERVICES  INC.,,,3161874.69
BAKER-STANLEY-CARDNO JV,,,3157535.24
TRIDENT SERVICES  LLC,,,3155900.0
DOCPOINT SOLUTIONS  LLC,,,3147954.12
ROSEMOUNT AEROSPACE INC,,,3135482.08
CITY ENTERPRISES  LLC,,,3124866.8499999996
DOLE PACKAGED FOODS  LLC,,,3123611.1100000003
FAMILY ENDEAVORS  INC.,,,3100000.0
MERCURY AIR GROUP INC,,,3095767.28
CENTROID  INC.,,,3093664.0
KEYSIGHT TECHNOLOGIES  INC.,,,3087961.11
WORLD FUEL SERVICES CORP,,,3084167.8899999997
DIGITAL PROMISE GLOBAL,,,3079781.51
LAITRAM  L.L.C.,,,3077743.59
PFIZER INC.,,,3075949.33
ALBERICI CONSTRUCTORS INC,,,3069392.87
CONSOR ENGINEERS LLC,,,3066200.0
UNIVERSITY OF HOUSTON SYSTEM,,,3066134.0
XATOR CORPORATION,,,3060269.0
SAFETY TECHNOLOGY HOLDINGS  INC.,,,3057417.0
TRIUMVIRATE ENVIRONMENTAL  INC,,,3055120.1
AINS  LLC,,,3052596.0
SOUTHERN TIRE MART  LLC,,,3039792.0
GEO GROUP INC.  THE,,,3029391.2
BROMFORD INTERMEDIATE HOLDCO (LUX) S.A R.L.,,,3028482.73
MILLERKNOLL  INC.,,,3014497.59
ITI ENGINEERING LLC,,,3001057.31
AECOM-BAKER-CARDNO NAVFAC ATLANTIC PLANNING JV,,,3000138.3600000003
THE UNIVERSITY OF TOLEDO,,,3000002.0
MARSHALL UNIVERSITY RESEARCH CORPORATION,,,2998647.46
GEOTAB USA INC,,,2972962.56
INFORMATION DELIVERY SYSTEMS INC,,,2970683.64
BIOSENSE WEBSTER  INC.,,,2960387.89
RENEWAL INC,,,2956950.0
NEW ERA TECHNOLOGY  INC.,,,2949700.0
DATA RECOGNITION CORPORATION,,,2918792.82
BOSTON GOVERNMENT SERVICES  LLC,,,2907305.36
VERICOR POWER SYSTEMS LLC,,,2886381.36
THE MCLEAN HOSPITAL CORPORATION,,,2883371.0
AFFILIATED ENGINEERS METRO DC  INC.,,,2875552.3499999996
SHIMADZU PRECISION INSTRUMENTS  INC.,,,2857640.77
MOFFATT AND NICHOL,,,2853841.14
UNIVERSITY OF CALIFORNIA  SANTA BARBARA,,,2850515.0
UNIT-ASRC CONSTRUCTION  LLC,,,2849265.91
NATIONAL ACADEMY OF PUBLIC ADMINISTRATION,,,2842429.01
S&P GLOBAL INC.,,,2818915.0
NOVA GLOBAL SUPPLY AND SERVICES LLC,,,2815536.52
HOURIGAN CONSTRUCTION CORP,,,2802555.12
BAXTERS NORTH AMERICA  INC.,,,2793125.0
AMHERST MADISON  INC.,,,2792721.9699999997
ACCESS SUPPORTS FOR LIVING INC.,,,2781769.32
MP INTERMEDIATE HOLDINGS  LTD,,,2775168.0
BBA AVIATION PLC,,,2763078.55
WEATHERPROOFING TECHNOLOGIES INC,,,2762238.0
HANOVER FOODS CORPORATION,,,2757809.16
DFA DAIRY BRANDS FLUID LLC,,,2757087.24
ADAMS AND ASSOCIATES INC,,,2754330.81
SEGRETARIATO GENERALE DELLA PRESIDENZA DELLA REPUBBLICA,,,2749048.0
UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION  THE,,,2745560.0
PRIORITY FULFILLMENT SERVICES  INC.,,,2742731.38
SIEMENS CORPORATION,,,2739270.0
R.L. POLK & CO,,,2730242.0
ANCRA INTERNATIONAL LLC,,,2730000.0
LIND MARINE LLC,,,2728809.56
WATERMAN TRANSPORT  INC.,,,2724833.79
HGL-APTIM APPLIED SCIENCE AND TECHNOLOGY JV  LLC,,,2723447.84
KORTE -RIVER CITY JV,,,2715236.0
ROCKSOL CONSULTING GROUP  INC.,,,2710113.92
KEETON CORRECTIONS  INC.,,,2707628.92
WINSTON-SALEM INDUSTRIES FOR THE BLIND  INC.,,,2698330.71
ADS TACTICAL  INC.,,,2697225.75
EYP-LORING LLC,,,2696379.18
INFO-TECH RESEARCH GROUP INC.,,,2691255.86
AERO PRECISION & REPAIR OVERHAUL CO INC,,,2690596.2800000003
