company,contract_count,total_contract_value,agencies,naics,has_subcontract_plan
CORECIVIC  INC.,15,91787813.24,"FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","561612, 623990",True
LIFECARE  INC.,3,91684298.55,"NATIONAL SCIENCE FOUNDATION, OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA), U.S. CUSTOMS AND BORDER PROTECTION",624190,True
SOUTHWEST RESEARCH INSTITUTE,26,91296657.89999999,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, ENVIRONMENTAL PROTECTION AGENCY","334111, 334220, 334412, 334511, 334519, 336414, 336419, 541330, 541380, 541512",True
PII  INC.,22,91059865.69999999,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","314910, 315210, 315990, 339999, 711510",True
PERATON SOLUTIONS INC.,1,90973014.4,DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY (DCSA),561611,True
RECORD STEEL & CONSTRUCTION INC,1,90899000.0,DEPT OF THE ARMY,236220,True
OTICON  INC,20,90767101.08,"VETERANS AFFAIRS, DEPARTMENT OF","334510, 811210",True
ADVANCING RESILIENCE IN COMMUNITIES,8,90582530.66000001,FEDERAL EMERGENCY MANAGEMENT AGENCY,541330,True
KETCHUM INC.,1,89977911.0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541810,True
STARR II  A JOINT VENTURE,10,89766703.12999998,FEDERAL EMERGENCY MANAGEMENT AGENCY,541330,True
SAPIENT GOVERNMENT SERVICES  INC.,1,89693244.06,NATIONAL INSTITUTES OF HEALTH,541611,True
DLA TROOP SUPPORT,3,89516000.0,NATIONAL INSTITUTES OF HEALTH,"325412, 339113",True
CHAS KURZ & CO INC,42,88957354.07,MARITIME ADMINISTRATION,483111,True
NTT DATA FEDERAL SERVICES INC,3,88708827.07,"AGENCY FOR INTERNATIONAL DEVELOPMENT, DRUG ENFORCEMENT ADMINISTRATION, FEDERAL BUREAU OF INVESTIGATION",541511,True
MOOG INC.,27,88685214.45,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","332919, 332994, 333613, 334419, 334511, 334519, 336413, 336992",True
MCKESSON MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,3,88263018.28999999,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,"339112, 423450, 493110",True
22ND CENTURY TECHNOLOGIES INC.,6,88218241.61,"DEPT OF THE NAVY, FEDERAL BUREAU OF INVESTIGATION, NATIONAL INSTITUTES OF HEALTH","541330, 541512, 541690",True
ANALYTIC SERVICES INC.,11,88193358.68,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY, WASHINGTON HEADQUARTERS SERVICES (WHS)","541330, 541611, 541715, 541990",True
DEV TECHNOLOGY GROUP INC,3,87628998.39999999,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,541519,True
WSM PACIFIC SIOP  A JOINT VENTURE,12,87341391.56,DEPT OF THE NAVY,541330,True
ARCADIS N.V.,13,87240975.38,"DEPT OF THE ARMY, INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO, U.S. COAST GUARD","541330, 541715, 562910",True
BLACK & VEATCH SPECIAL PROJECTS CORP.,12,87235029.35000001,"AGENCY FOR INTERNATIONAL DEVELOPMENT, DEPT OF THE ARMY","541310, 541330",True
VECTRUS SYSTEMS CORPORATION,7,86009145.3,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","517112, 561210",True
WGL ENERGY SERVICES  INC.,38,85946300.22000001,"NATIONAL INSTITUTES OF HEALTH, PUBLIC BUILDINGS SERVICE, SOCIAL SECURITY ADMINISTRATION, U.S. COAST GUARD, VETERANS AFFAIRS, DEPARTMENT OF","211130, 221112, 221122, 221210",True
CONTINENTAL MARITIME OF SAN DIEGO  LLC,11,85535519.72,DEPT OF THE NAVY,336611,True
THE EMMES COMPANY LLC,13,85306934.0,NATIONAL INSTITUTES OF HEALTH,"541611, 541713, 541715",True
ABT ASSOCIATES INC.,6,85231856.63000001,"AGENCY FOR INTERNATIONAL DEVELOPMENT, CENTERS FOR DISEASE CONTROL AND PREVENTION, CENTERS FOR MEDICARE AND MEDICAID SERVICES, DEPARTMENTAL OFFICES, ENVIRONMENTAL PROTECTION AGENCY","541611, 541620, 541690, 541990",True
SUNOCO  LLC,20,84810413.21000001,DEFENSE LOGISTICS AGENCY,324110,True
WORNICK COMPANY  THE,1,84770000.0,DEFENSE LOGISTICS AGENCY,311421,True
HARRIS CORPORATION,8,84295664.01,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, DEPT OF THE NAVY, FEDERAL AVIATION ADMINISTRATION, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","332618, 334220, 541330, 541512",True
THE CNA CORPORATION,40,84016226.45,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, DEPT OF THE NAVY, OFFICE OF PROCUREMENT OPERATIONS","541690, 541990, 611430",True
AIRBOSS DEFENSE GROUP LLC,1,83948266.01,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,339113,True
STRUCTSURE PROJECTS INC,5,83773992.32,"DEPT OF THE ARMY, FEDERAL AVIATION ADMINISTRATION, INDIAN HEALTH SERVICE",236220,True
JACOBS/B&V  A JOINT VENTURE (FEDERAL SERVICES),15,82964540.0,DEPT OF THE NAVY,541330,True
AVON PROTECTION CERADYNE LLC,5,82957400.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","314999, 315990",True
VENDTECH-SGI LLC,8,82776831.52000001,OFFICE OF PROCUREMENT OPERATIONS,561612,True
UNIVERSAL TECHNICAL RESOURCE SERVICES INC,1,82461295.6,FEDERAL ACQUISITION SERVICE,541715,True
WSP USA SOLUTIONS INC,32,82294871.89999999,"DEPT OF THE ARMY, FEDERAL ENERGY REGULATORY COMMISSION, NATIONAL PARK SERVICE, U.S. COAST GUARD","238210, 541330, 541620",True
TYTO ATHENE  LLC,7,82033136.03999999,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE NAVY, ENERGY, DEPARTMENT OF, FEDERAL ACQUISITION SERVICE, SOCIAL SECURITY ADMINISTRATION","517111, 517311, 517919, 541330, 541512",True
ULTRA ELECTRONICS OCEAN SYSTEMS INC.,11,81881787.86,DEPT OF THE NAVY,334511,True
VIASAT  INC.,11,81581262.12,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","334220, 334290, 541511, 541715",True
WSP USA SERVICES INC.,12,81494700.99000001,FEDERAL EMERGENCY MANAGEMENT AGENCY,541350,True
GROVE RESOURCE SOLUTIONS  INC.,2,81413155.46,"DEPT OF THE NAVY, NATIONAL INSTITUTES OF HEALTH","541330, 541513",True
ROCKWELL COLLINS SIMULATION & TRAINING SOLUTIONS LLC,4,81396970.0,"DEPT OF THE ARMY, DEPT OF THE NAVY","333318, 541330",True
NORFOLK DREDGING COMPANY,7,81224700.65,DEPT OF THE ARMY,237990,True
DZSP 21 LLC,3,81219899.47999999,DEPT OF THE NAVY,561210,True
SRC INC,11,80968724.73,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY","541330, 541715, 541990",True
INMARSAT GOVERNMENT  INC.,2,80613801.79,"DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE","517410, 541519",True
DAI GLOBAL LLC,1,79913609.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,541611,True
LUHR CROSBY  LLC,5,79534473.5,DEPT OF THE ARMY,237990,True
INTERSTATE ELECTRONICS CORPORATION,2,78874046.4,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","334511, 541330",True
GEO GROUP  INC.  THE,2,78797168.0,"U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT, U.S. MARSHALS SERVICE",561210,True
WOOLPERT  INC.,22,78656592.94000001,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION, US GEOLOGICAL SURVEY","541330, 541360, 541370",True
VALIANT INTEGRATED SERVICES LLC,1,77884759.0,DEPT OF THE ARMY,236220,True
ARBOR E & T LLC,5,77738913.67999999,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,611519,True
VERISK ANALYTICS  INC.,2,77693413.32,FEDERAL EMERGENCY MANAGEMENT AGENCY,524298,True
VMD SYSTEMS INTEGRATORS  LLC,2,77516920.0,"STATE, DEPARTMENT OF, TRANSPORTATION SECURITY ADMINISTRATION","541512, 561612",True
THE INTERPUBLIC GROUP OF COMPANIES INC,5,77483117.69999999,DEFENSE HUMAN RESOURCES ACTIVITY,541810,True
ARIZONA STATE UNIVERSITY,5,77212659.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE ARMY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","541712, 541714, 541715",True
TRUE NORTH COMMUNICATIONS INC,1,77060488.0,FOOD AND DRUG ADMINISTRATION,541810,True
FACILITY SERVICES MANAGEMENT  INC.,9,76818540.17999999,DEPT OF THE ARMY,236220,True
WESTON SOLUTIONS  INC.,9,76546763.39,DEPT OF THE ARMY,561210,True
DAY & ZIMMERMANN LONE STAR LLC,10,76269565.96000001,DEPT OF THE ARMY,"325998, 332993",True
SEV1TECH  LLC,7,76036334.22,"DEPT OF THE ARMY, DEPT OF THE NAVY, U.S. COAST GUARD","541330, 541712",True
ACACIA CENTER FOR JUSTICE,6,75757312.4,"OFFICES, BOARDS AND DIVISIONS",541199,True
AMERIQUAL GROUP HOLDINGS LLC,12,75695249.4,AGRICULTURAL MARKETING SERVICE,"311422, 311615, 311824",True
XEROX CORPORATION,7,75632463.36,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY, FEDERAL BUREAU OF INVESTIGATION, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, INTERNAL REVENUE SERVICE","323111, 333310, 333316",True
HP ENTERPRISE SERVICES  LLC,9,74918168.38,"DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE, FEDERAL ACQUISITION SERVICE, HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF, VETERANS AFFAIRS, DEPARTMENT OF","517110, 518210, 541512, 541513, 541519",True
HII TECHNICAL SOLUTIONS CORPORATION,1,74822888.9,DEPT OF THE NAVY,541330,True
STANDARD AERO (SAN ANTONIO) INC.,9,74792106.85,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","336412, 336413",True
HEWLETT PACKARD ENTERPRISE COMPANY,11,74218646.03999999,"ANIMAL AND PLANT HEALTH INSPECTION SERVICE, DEFENSE INFORMATION SYSTEMS AGENCY (DISA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY","334111, 541519",True
CUBIC DEFENSE APPLICATIONS  INC.,11,74122246.82999998,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","333310, 334511, 336413, 541330, 541715, 811219",True
DISMAS CHARITIES INC,41,74052979.82,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
STARKEY LABORATORIES  INC.,19,74001956.19999999,"VETERANS AFFAIRS, DEPARTMENT OF","334510, 811210",True
SYSTEMS TECHNOLOGY FORUM  LTD.,3,73901200.81,DEPT OF THE NAVY,541330,True
VALIDATEK INC,1,73061132.31,"STATE, DEPARTMENT OF",541519,True
DUKE UNIVERSITY,11,72534746.16,"CENTERS FOR DISEASE CONTROL AND PREVENTION, HEALTH RESOURCES AND SERVICES ADMINISTRATION, NATIONAL INSTITUTES OF HEALTH","541714, 541715, 621991, 622110",True
HEALTH NET FEDERAL SERVICES  LLC,2,71739436.42,DEFENSE HEALTH AGENCY (DHA),524114,True
STANTEC CONSULTING SERVICES INC.,27,71731182.00000001,"BUREAU OF RECLAMATION, DEPT OF THE ARMY, DEPT OF THE NAVY, FEDERAL HIGHWAY ADMINISTRATION, NATIONAL PARK SERVICE","541330, 541620, 541690",True
SMITHGROUP  INC.,11,71188069.07,"ENVIRONMENTAL PROTECTION AGENCY, INDIAN HEALTH SERVICE, NATIONAL ARCHIVES AND RECORDS ADMINISTRATION, PUBLIC BUILDINGS SERVICE, SOCIAL SECURITY ADMINISTRATION","541310, 541330",True
VERTEX MODERNIZATION AND SUSTAINMENT LLC,6,71161945.0,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","334220, 541512, 541990, 561990",True
OBI SEAFOODS  LLC,3,70922101.33999999,AGRICULTURAL MARKETING SERVICE,311710,True
PERSPECTA ENGINEERING INC.,9,70634768.22,"DEPT OF THE NAVY, FEDERAL ACQUISITION SERVICE, FEDERAL EMERGENCY MANAGEMENT AGENCY, OFFICE OF PROCUREMENT OPERATIONS, U.S. CITIZENSHIP AND IMMIGRATION SERVICES","518210, 541330, 541511",True
GAP SOLUTIONS  INC.,27,70243432.56,"DEPT OF THE ARMY, NATIONAL INSTITUTES OF HEALTH, U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","541612, 541690, 541990",True
ENCORE DREDGING FOUNDING PARTNERS  LLC,13,70179940.38,DEPT OF THE ARMY,237990,True
CAVINESS BEEF PACKERS  LTD.,21,69928674.4,AGRICULTURAL MARKETING SERVICE,311611,True
NAVY FEDERAL CREDIT UNION,1,69778678.0,DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS),522110,True
UNISON SOFTWARE INC,9,69708176.72,"EDUCATION, DEPARTMENT OF, FEDERAL AVIATION ADMINISTRATION, INTERNATIONAL TRADE COMMISSION, NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION, NUCLEAR REGULATORY COMMISSION",511210,True
BOLLINGER MISSISSIPPI SHIPBUILDING  LLC,1,69607000.0,DEPT OF THE NAVY,336611,True
INUTEQ  LLC,6,69141791.25999999,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541513,True
TUTOR PERINI CORPORATION,10,68778820.6,"NATIONAL PARK SERVICE, U.S. COAST GUARD, U.S. CUSTOMS AND BORDER PROTECTION",236220,True
SAAB AB,6,68767508.07,"DEPT OF THE ARMY, DEPT OF THE NAVY","332993, 332994, 334511, 336612, 541715",True
BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,4,68483297.0,"DEPT OF THE AIR FORCE, MISSILE DEFENSE AGENCY (MDA), NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","541330, 541715, 811213",True
READYONE INDUSTRIES INC,4,68434097.69999999,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY",315210,True
TRANSPORTATION RESEARCH CENTER INC,13,68374481.32000001,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,541380,True
STRONGHOLD ENGINEERING INC,1,68227128.0,DEPT OF THE NAVY,236220,True
KOKOSING CONSTRUCTION COMPANY  INC.,2,67169239.42,FEDERAL HIGHWAY ADMINISTRATION,237310,True
HIG CAPITAL MANAGEMENT  INC.,2,67027514.14,"CENTERS FOR MEDICARE AND MEDICAID SERVICES, DEFENSE INFORMATION SYSTEMS AGENCY (DISA)",541611,True
MSA SAFETY INCORPORATED,8,66887670.67,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY, OFFICES, BOARDS AND DIVISIONS, U.S. COAST GUARD","334412, 334511, 339112, 339113",True
GEORGIA VOCATIONAL REHABILITATION AGENCY,3,66768206.02,DEPT OF THE ARMY,722310,True
NAPHCARE INC,7,66387073.89,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,622110,True
HDR  INC.,21,66360231.23,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, NATIONAL INSTITUTES OF HEALTH, STATE, DEPARTMENT OF","541330, 541620, 541690, 562910",True
3M COMPANY,19,66348699.72,"DEFENSE LOGISTICS AGENCY, DEPT OF THE AIR FORCE, VETERANS AFFAIRS, DEPARTMENT OF","313230, 339112, 541715",True
HDR ENGINEERING  INC.,21,65858803.86000001,"BUREAU OF INDIAN AFFAIRS, BUREAU OF RECLAMATION, DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","541310, 541320, 541330",True
PINE BLUFF SAND AND GRAVEL COMPANY,9,65522010.019999996,DEPT OF THE ARMY,237990,True
CAREFUSION SOLUTIONS  LLC,2,65289254.56,DEFENSE HEALTH AGENCY (DHA),"339112, 811210",True
NV5 GEOSPATIAL  INC.,22,64984433.760000005,"DEPT OF THE ARMY, NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION, US GEOLOGICAL SURVEY","541330, 541360, 541370",True
MARINETTE MARINE CORPORATION,3,64621710.0,"DEPT OF THE NAVY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)",336611,True
TECOLOTE RESEARCH  INC.,2,64586220.67,"DEPT OF THE NAVY, WASHINGTON HEADQUARTERS SERVICES (WHS)","541330, 541519",True
GBA BUILDERS LLC,2,64473735.0,DEPT OF THE ARMY,236220,True
PATRICIO ENTERPRISES  INC,1,64434438.21,DEPT OF THE NAVY,541330,True
PROFESSIONAL ANALYSIS  INCORPORATED,2,64282107.04,DEPT OF THE NAVY,541614,True
SUNTIVA  LLC,1,63943799.73,DEPT OF THE ARMY,541519,True
DELL FEDERAL SYSTEMS L.P.,21,63737233.74000001,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, DEFENSE HEALTH AGENCY (DHA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY, PENSION BENEFIT GUARANTY CORPORATION","334111, 336413, 511210, 518210, 541519",True
IMAGINE ONE TECHNOLOGY & MANAGEMENT  LTD.,3,63338156.0,DEPT OF THE NAVY,"541330, 541519",True
ROGERS  LOVELOCK & FRITZ  INC.,9,62814269.45,"DEPT OF THE ARMY, DEPT OF THE NAVY",541330,True
SOUTH CAROLINA COMMISSION FOR BLIND,4,62451566.410000004,DEPT OF THE ARMY,722310,True
G4S SECURE SOLUTIONS (USA) INC.,10,62088095.21,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,561612,True
TURNER CONSTRUCTION COMPANY,4,61862623.0,"DEPT OF THE AIR FORCE, PUBLIC BUILDINGS SERVICE",236220,True
SOUTHWEST RESEARCH INSTITUTE INC,5,61825177.0,"DEPT OF THE ARMY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","336414, 541330, 541712, 541715",True
IDAHO ENVIRONMENTAL COALITION LLC,2,61470154.0,"ENERGY, DEPARTMENT OF",562910,True
LOC PERFORMANCE PRODUCTS  LLC,2,61360878.82,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY","333612, 336992",True
OCEANEERING INTERNATIONAL INC,12,61337135.239999995,DEPT OF THE NAVY,"333914, 336611, 541330",True
NATIONAL GOVERNMENT SERVICES  INC.,4,61253674.67,CENTERS FOR MEDICARE AND MEDICAID SERVICES,"524114, 541519",True
MCKINSEY & COMPANY  INC.,8,61081094.970000006,"CENTERS FOR MEDICARE AND MEDICAID SERVICES, DEPT OF THE AIR FORCE, HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF, INTERNAL REVENUE SERVICE","541611, 541990",True
LS TECHNOLOGIES  LLC,9,60880094.699999996,FEDERAL AVIATION ADMINISTRATION,541330,True
HEWLETT-PACKARD COMPANY,3,60805449.370000005,DEPT OF THE ARMY,"334111, 541519",True
REI SYSTEMS  INC.,16,60792371.330000006,"HEALTH RESOURCES AND SERVICES ADMINISTRATION, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, US PATENT AND TRADEMARK OFFICE, VETERANS AFFAIRS, DEPARTMENT OF","541511, 541512, 541513, 541519",True
CGS ADMINISTRATORS  LLC,1,60706384.19,CENTERS FOR MEDICARE AND MEDICAID SERVICES,524114,True
CRITERION SYSTEMS  L.L.C.,2,60315830.48,"ENERGY, DEPARTMENT OF, NATIONAL SCIENCE FOUNDATION",541519,True
ARCHER WESTERN FEDERAL JV,11,60097711.11,"DEPT OF THE ARMY, DEPT OF THE NAVY",236220,True
FEDERAL CONTRACTING INC,4,60058318.89,DEPT OF THE ARMY,236220,True
HRL LABORATORIES  LLC,4,60047457.0,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE AIR FORCE",541715,True
OAK RIDGE ASSOCIATED UNIVERSITIES  INCORPORATED,3,60009868.82,"CENTERS FOR DISEASE CONTROL AND PREVENTION, ENERGY, DEPARTMENT OF","541611, 541990",True
VICINITY ENERGY INC.,2,59880241.480000004,"VETERANS AFFAIRS, DEPARTMENT OF",221122,True
UNIVERSITY OF MASSACHUSETTS,32,59878921.760000005,"DEPARTMENTAL OFFICES, FEDERAL PRISON SYSTEM / BUREAU OF PRISONS, NATIONAL INSTITUTES OF HEALTH","541512, 541611, 541714, 622110",True
PTSI MANAGED SERVICES INC,6,59812125.230000004,DEPT OF THE ARMY,"541512, 541990",True
JANUS RESEARCH GROUP  LLC,7,59712598.15,"DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE","541330, 541690, 541715, 541990, 611430",True
BECHTEL NATIONAL  INC.,1,59320577.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,236210,True
TELEDYNE FLIR SURVEILLANCE  INC.,11,59318845.99,"DEPT OF THE ARMY, DEPT OF THE NAVY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","314910, 333314, 334511",True
SOLUTE,1,59314020.0,DEPT OF THE NAVY,541330,True
TRANSYLVANIA VOCATIONAL SERVICES  INC.,6,58914874.050000004,AGRICULTURAL MARKETING SERVICE,"311211, 311514",True
FAIRBANKS MORSE  LLC,21,58788404.989999995,"DEPT OF THE NAVY, U.S. COAST GUARD","333618, 336611",True
ONE GAS  INC.,2,58676386.4,"DEFENSE LOGISTICS AGENCY, DEPT OF THE ARMY",221210,True
WEBCOR CONSTRUCTION LP,5,58633471.5,DEPT OF THE NAVY,236220,True
REGENTS OF THE UNIVERSITY OF MICHIGAN,7,58569823.0,"CENTERS FOR MEDICARE AND MEDICAID SERVICES, DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEFENSE THREAT REDUCTION AGENCY (DTRA), NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","336419, 541714, 541715, 541720",True
ENERSYS ENERGY PRODUCTS INC.,21,58518304.030000016,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","335910, 335911",True
THE PROVIDENCIA GROUP LLC,1,58517120.08,DEPARTMENTAL OFFICES,541611,True
INTEGRATION INNOVATION  INC.,6,58169468.69,DEPT OF THE NAVY,541330,True
DELPHINUS ENGINEERING  INC.,3,57991669.96000001,DEPT OF THE NAVY,541330,True
US OCEAN LLC,9,57983550.099999994,USTRANSCOM,483111,True
TYTO GOVERNMENT SOLUTIONS INC,6,57787229.19,"DEFENSE HEALTH AGENCY (DHA), DEPT OF THE AIR FORCE, DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE","517110, 541330, 541512, 541519",True
INFORMATION SYSTEMS AND NETWORKS CORPORATION,4,57705261.480000004,"DEPT OF THE NAVY, HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF, RURAL HOUSING SERVICE","522390, 531311, 531390, 541611",True
KBR  INC.,4,57632799.63,"DEPT OF THE NAVY, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","517919, 541330",True
UNITED PARCEL SERVICE  INC.,10,57528294.56,"INTERNAL REVENUE SERVICE, VETERANS AFFAIRS, DEPARTMENT OF",492110,True
BAE SYSTEMS ORDNANCE SYSTEMS INC.,7,57272267.14,DEPT OF THE ARMY,"541715, 561210",True
SWINERTON BUILDERS,1,57260000.0,DEPT OF THE ARMY,236220,True
ALVOGEN GROUP  INC.,1,57099989.22,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,325412,True
MICHAEL BAKER INTERNATIONAL  INC.,14,57088178.73,"DEPT OF THE ARMY, DEPT OF THE NAVY, PUBLIC BUILDINGS SERVICE, STATE, DEPARTMENT OF","541310, 541320, 541330",True
KNIGHT CONST. & SUPPLY  INC,1,56839500.0,DEPT OF THE ARMY,237990,True
GN STORE NORD A/S,17,56832672.17,"VETERANS AFFAIRS, DEPARTMENT OF","334510, 811210",True
CHARLES STARK DRAPER LABORATORY  INC.  THE,5,56725388.879999995,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY","334511, 336999, 541380, 541715",True
LOUIS BERGER HAWTHORNE SERVICES  INC.,2,56676466.12,DEPT OF THE ARMY,561210,True
U.S. MARINE MANAGEMENT  LLC,7,55936030.94,DEPT OF THE NAVY,483111,True
OPTUMHEALTH CARE SOLUTIONS  LLC,2,55851461.25,DEFENSE HEALTH AGENCY (DHA),541990,True
BLINDERMANPOWER LLC,1,55759100.0,DEPT OF THE ARMY,236220,True
MOFFATT & NICHOL - BURNS & MCDONNELL HAWAII,13,55380559.0,DEPT OF THE NAVY,541330,True
L.S. BLACK CONSTRUCTORS  LLC,2,55308068.0,DEPT OF THE ARMY,236220,True
INTELLIDYNE  L.L.C.,2,54828355.0,DEFENSE HEALTH AGENCY (DHA),541519,True
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE  INC.,14,54660364.95000001,"DEPT OF THE AIR FORCE, DEPT OF THE ARMY, DEPT OF THE NAVY, ENVIRONMENTAL PROTECTION AGENCY, FEDERAL EMERGENCY MANAGEMENT AGENCY",511210,True
MATHEMATICA  INC.,6,54575494.99,"CENTERS FOR MEDICARE AND MEDICAID SERVICES, EDUCATION, DEPARTMENT OF, NATIONAL SCIENCE FOUNDATION","541611, 541720",True
DRS ADVANCED ISR LLC,8,54512597.95,"DEPT OF THE ARMY, DEPT OF THE NAVY","334220, 334511, 541330",True
WATTERSON CONSTRUCTION COMPANY,2,54423799.0,DEPT OF THE ARMY,236220,True
TWO SIX LABS HOLDINGS  INC.,4,54397017.07,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE AIR FORCE, DEPT OF THE NAVY","541511, 541715",True
PROFESSIONAL CONTRACT SERVICES  INC.,5,54391045.76,"DEPT OF THE ARMY, DEPT OF THE NAVY",561210,True
CDM SMITH INC.,21,54374524.8,"DEPT OF THE ARMY, DEPT OF THE NAVY, ENVIRONMENTAL PROTECTION AGENCY, FEDERAL EMERGENCY MANAGEMENT AGENCY","541330, 541618, 541690, 541715, 562910",True
INTELSAT GENERAL COMMUNICATIONS LLC,3,54307677.28,DEPT OF THE AIR FORCE,"518210, 541715",True
OLD NORTH UTILITY SERVICES  INC.,1,54017200.0,DEFENSE LOGISTICS AGENCY,221310,True
CENTRAL VALLEY MEAT CO.  INC.,7,53997619.2,AGRICULTURAL MARKETING SERVICE,311611,True
SYSTEM HIGH CORPORATION,9,53933679.72,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE NAVY, MISSILE DEFENSE AGENCY (MDA), WASHINGTON HEADQUARTERS SERVICES (WHS)","334512, 541690, 541712, 541990",True
METRO MACHINE CORP.,10,53793455.97,DEPT OF THE NAVY,336611,True
COGNOSANTE HOLDINGS  LLC,3,53782779.5,CENTERS FOR MEDICARE AND MEDICAID SERVICES,541511,True
AEROJET ROCKETDYNE  INC.,3,53701736.41,"DEPT OF THE AIR FORCE, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","541712, 541715",True
VIRGINIA AEM CORPORATION,2,53451920.97,"EDUCATION, DEPARTMENT OF",541611,True
