company,contract_count,total_contract_value,agencies,naics,has_subcontract_plan
ANALEX CORPORATION,1,3354950.0,DEPT OF THE AIR FORCE,541715,True
MIDMARK CORPORATION,2,3349608.42,"VETERANS AFFAIRS, DEPARTMENT OF",339112,True
LEND LEASE CORPORATION LTD,3,3347378.4,SMITHSONIAN INSTITUTION,541310,True
OMNICELL  INC.,3,3337174.29,"NATIONAL INSTITUTES OF HEALTH, VETERANS AFFAIRS, DEPARTMENT OF",339112,True
TEXAS TECH UNIVERSITY SYSTEM,2,3334881.0,"DEPT OF THE ARMY, OFFICE OF PROCUREMENT OPERATIONS",541715,True
NUCLEAR FUEL SERVICES INC,1,3331718.0,"ENERGY, DEPARTMENT OF",541690,True
CDM A JOINT VENTURE,1,3330214.4,ENVIRONMENTAL PROTECTION AGENCY,562910,True
ADTRAV CORPORATION,1,3324000.0,OFFICE OF THE COMPTROLLER OF THE CURRENCY,561510,True
ZENETEX LLC,1,3316496.85,DEPT OF THE NAVY,541330,True
HARDIN COUNTY WATER DISTRICT 1,1,3313460.28,DEFENSE LOGISTICS AGENCY,221310,True
ACT1 FEDERAL  LLC,1,3312320.3,WASHINGTON HEADQUARTERS SERVICES (WHS),541990,True
MASS GENERAL BRIGHAM INCORPORATED,2,3312196.0,"CENTERS FOR DISEASE CONTROL AND PREVENTION, FOOD AND DRUG ADMINISTRATION","541714, 541715",True
AGFA-GEVAERT,2,3296265.23,"DEFENSE LOGISTICS AGENCY, VETERANS AFFAIRS, DEPARTMENT OF","334510, 423450",True
BOISE STATE UNIVERSITY,1,3295348.0,DEPT OF THE ARMY,541715,True
INSERSO CORPORATION,1,3293432.0,FEDERAL ACQUISITION SERVICE,541511,True
TW METALS  INC.,1,3291000.0,DEFENSE LOGISTICS AGENCY,423310,True
HEROUX-DEVTEK INC,2,3284899.0,DEPT OF THE AIR FORCE,336419,True
GALLS  LLC,2,3280800.0,DEFENSE LOGISTICS AGENCY,316210,True
HUNTSVILLE REHABILITATION FOUNDATION  INC.,2,3279600.0,DEPT OF THE ARMY,314999,True
GALVESTON COASTAL SERVICES A JOINT VENTURE,1,3263209.35,DEPT OF THE ARMY,541330,True
CHELTON AVIONICS  INC,2,3262737.0,U.S. COAST GUARD,334511,True
OSI GROUP  LLC,1,3262000.0,AGRICULTURAL MARKETING SERVICE,311611,True
FLORIDA TURBINE TECHNOLOGIES INC.,1,3261521.0,DEPT OF THE AIR FORCE,541715,True
CADDELL NOVA A JV,2,3258198.79,U.S. COAST GUARD,236220,True
CHEMRING SENSORS AND ELECTRONIC SYSTEMS  INC.,2,3253975.0,DEPT OF THE NAVY,334412,True
GILBANE-EXYTE A JOINT VENTURE,1,3252827.22,DEPT OF THE ARMY,236220,True
PALOMAR PRODUCTS  INC.,3,3247585.06,DEPT OF THE NAVY,"334310, 336413",True
VARCO/MAC ELECTRICAL CONSTRUCTION CO.,1,3227377.32,DEFENSE LOGISTICS AGENCY,238210,True
JACOBS PROJECT MANAGEMENT CO.,2,3206350.23,"FEDERAL HIGHWAY ADMINISTRATION, PUBLIC BUILDINGS SERVICE","236220, 541330",True
CARL-ZEISS-STIFTUNG,2,3196881.5,"DEPT OF THE ARMY, NATIONAL INSTITUTES OF HEALTH",334516,True
TWC CORP.,1,3190600.0,FOREST SERVICE,115310,True
JJR SOLUTIONS LLC,1,3190540.04,DEPT OF THE AIR FORCE,541715,True
HUTCHINSON INDUSTRIES  INC,1,3179700.0,DEFENSE LOGISTICS AGENCY,326211,True
DYNEGY ENERGY SERVICES (EAST)  LLC,2,3177138.0,"VETERANS AFFAIRS, DEPARTMENT OF",221112,True
CARDNO TEC-LEIDOS  LLC,3,3165153.06,DEPT OF THE NAVY,541330,True
BROWN UNIVERSITY,3,3162005.0,"AGENCY FOR HEALTHCARE RESEARCH AND QUALITY, NATIONAL INSTITUTES OF HEALTH",541715,True
PKL SERVICES  INC.,1,3161874.69,DEPT OF THE AIR FORCE,488190,True
BAKER-STANLEY-CARDNO JV,2,3157535.24,DEPT OF THE AIR FORCE,541330,True
TRIDENT SERVICES  LLC,1,3155900.0,RURAL HOUSING SERVICE,531320,True
DOCPOINT SOLUTIONS  LLC,1,3147954.12,DEPT OF THE AIR FORCE,541519,True
ROSEMOUNT AEROSPACE INC,3,3135482.08,DEFENSE LOGISTICS AGENCY,336413,True
CITY ENTERPRISES  LLC,3,3124866.8499999996,FEDERAL ACQUISITION SERVICE,425120,True
DOLE PACKAGED FOODS  LLC,2,3123611.1100000003,AGRICULTURAL MARKETING SERVICE,311411,True
FAMILY ENDEAVORS  INC.,1,3100000.0,U.S. CUSTOMS AND BORDER PROTECTION,624190,True
MERCURY AIR GROUP INC,1,3095767.28,DEFENSE LOGISTICS AGENCY,493190,True
CENTROID  INC.,2,3093664.0,DEFENSE LOGISTICS AGENCY,331210,True
KEYSIGHT TECHNOLOGIES  INC.,3,3087961.11,"DEPT OF THE AIR FORCE, DEPT OF THE NAVY","334412, 334515",True
WORLD FUEL SERVICES CORP,2,3084167.8899999997,DEFENSE LOGISTICS AGENCY,324110,True
DIGITAL PROMISE GLOBAL,1,3079781.51,"EDUCATION, DEPARTMENT OF",611710,True
LAITRAM  L.L.C.,1,3077743.59,BUREAU OF RECLAMATION,333998,True
PFIZER INC.,2,3075949.33,"ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE, DEFENSE LOGISTICS AGENCY",325412,True
ALBERICI CONSTRUCTORS INC,3,3069392.87,DEPT OF THE ARMY,237990,True
COVENANT AVIATION SECURITY LLC,1,3067330.92,TRANSPORTATION SECURITY ADMINISTRATION,561612,True
CONSOR ENGINEERS LLC,1,3066200.0,FEDERAL HIGHWAY ADMINISTRATION,611430,True
UNIVERSITY OF HOUSTON SYSTEM,2,3066134.0,DEPT OF THE ARMY,541715,True
XATOR CORPORATION,2,3060269.0,DEPT OF THE AIR FORCE,561621,True
SAFETY TECHNOLOGY HOLDINGS  INC.,1,3057417.0,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,334515,True
TRIUMVIRATE ENVIRONMENTAL  INC,3,3055120.1,"DEPT OF THE NAVY, FOOD AND DRUG ADMINISTRATION",562112,True
AINS  LLC,1,3052596.0,"VETERANS AFFAIRS, DEPARTMENT OF",511210,True
SOUTHERN TIRE MART  LLC,1,3039792.0,DEFENSE LOGISTICS AGENCY,326211,True
GEO GROUP INC.  THE,2,3029391.2,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
BROMFORD INTERMEDIATE HOLDCO (LUX) S.A R.L.,1,3028482.73,DEFENSE LOGISTICS AGENCY,336412,True
MILLERKNOLL  INC.,1,3014497.59,PUBLIC BUILDINGS SERVICE,337214,True
ITI ENGINEERING LLC,1,3001057.31,DEPT OF THE AIR FORCE,541511,True
AECOM-BAKER-CARDNO NAVFAC ATLANTIC PLANNING JV,3,3000138.3600000003,DEPT OF THE NAVY,541330,True
THE UNIVERSITY OF TOLEDO,1,3000002.0,DEPT OF THE NAVY,541715,True
MARSHALL UNIVERSITY RESEARCH CORPORATION,1,2998647.46,DEPT OF THE ARMY,541715,True
GEOTAB USA INC,1,2972962.56,DEPT OF THE AIR FORCE,334290,True
INFORMATION DELIVERY SYSTEMS INC,1,2970683.64,DEPT OF THE NAVY,541715,True
BIOSENSE WEBSTER  INC.,2,2960387.89,"VETERANS AFFAIRS, DEPARTMENT OF",339112,True
RENEWAL INC,1,2956950.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
NEW ERA TECHNOLOGY  INC.,1,2949700.0,COMMODITY FUTURES TRADING COMMISSION,541512,True
DATA RECOGNITION CORPORATION,1,2918792.82,FEDERAL ACQUISITION SERVICE,541910,True
BOSTON GOVERNMENT SERVICES  LLC,2,2907305.36,"ENERGY, DEPARTMENT OF",541620,True
VERICOR POWER SYSTEMS LLC,1,2886381.36,DEPT OF THE NAVY,811310,True
THE MCLEAN HOSPITAL CORPORATION,1,2883371.0,NATIONAL INSTITUTES OF HEALTH,541714,True
AFFILIATED ENGINEERS METRO DC  INC.,2,2875552.3499999996,NATIONAL INSTITUTES OF HEALTH,541330,True
S. J. AMOROSO CONSTRUCTION CO.  INC.,2,2870904.0,DEPT OF THE ARMY,236220,True
SHIMADZU PRECISION INSTRUMENTS  INC.,2,2857640.77,"VETERANS AFFAIRS, DEPARTMENT OF",334517,True
MOFFATT AND NICHOL,1,2853841.14,DEPT OF THE ARMY,541330,True
UNIVERSITY OF CALIFORNIA  SANTA BARBARA,1,2850515.0,DEPT OF THE ARMY,541715,True
UNIT-ASRC CONSTRUCTION  LLC,1,2849265.91,DEPT OF THE ARMY,237130,True
NATIONAL ACADEMY OF PUBLIC ADMINISTRATION,2,2842429.01,"NATIONAL SCIENCE FOUNDATION, OFFICE OF THE SECRETARY",541611,True
S&P GLOBAL INC.,1,2818915.0,DEPARTMENTAL OFFICES,513120,True
NOVA GLOBAL SUPPLY AND SERVICES LLC,2,2815536.52,"DEPT OF THE ARMY, DEPT OF THE NAVY","541330, 541990",True
HOURIGAN CONSTRUCTION CORP,1,2802555.12,DEPT OF THE NAVY,236220,True
BAXTERS NORTH AMERICA  INC.,2,2793125.0,DEFENSE LOGISTICS AGENCY,"311422, 311612",True
AMHERST MADISON  INC.,2,2792721.9699999997,DEPT OF THE ARMY,237990,True
ALSTON WILKES SOCIETY,2,2790007.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
ACCESS SUPPORTS FOR LIVING INC.,1,2781769.32,DEPT OF THE ARMY,722310,True
MP INTERMEDIATE HOLDINGS  LTD,2,2775168.0,DEFENSE LOGISTICS AGENCY,333413,True
BBA AVIATION PLC,2,2763078.55,"DEFENSE LOGISTICS AGENCY, U.S. COAST GUARD","335312, 336413",True
WEATHERPROOFING TECHNOLOGIES INC,1,2762238.0,PUBLIC BUILDINGS SERVICE,236220,True
HANOVER FOODS CORPORATION,3,2757809.16,AGRICULTURAL MARKETING SERVICE,311421,True
DFA DAIRY BRANDS FLUID LLC,3,2757087.24,AGRICULTURAL MARKETING SERVICE,311511,True
ADAMS AND ASSOCIATES INC,2,2754330.81,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,611519,True
SEGRETARIATO GENERALE DELLA PRESIDENZA DELLA REPUBBLICA,1,2749048.0,U.S. COAST GUARD,336611,True
UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION  THE,2,2745560.0,CENTERS FOR DISEASE CONTROL AND PREVENTION,"541330, 541715",True
PRIORITY FULFILLMENT SERVICES  INC.,2,2742731.38,UNITED STATES MINT,518210,True
HILL INTERNATIONAL  INC.,1,2742631.1,PUBLIC BUILDINGS SERVICE,541330,True
SIEMENS CORPORATION,1,2739270.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),541715,True
R.L. POLK & CO,1,2730242.0,OFFICE OF THE SECRETARY,519290,True
ANCRA INTERNATIONAL LLC,1,2730000.0,DEFENSE LOGISTICS AGENCY,336413,True
LIND MARINE LLC,2,2728809.56,"MARITIME ADMINISTRATION, NATIONAL PARK SERVICE","336611, 488330",True
WATERMAN TRANSPORT  INC.,1,2724833.79,USTRANSCOM,483111,True
HGL-APTIM APPLIED SCIENCE AND TECHNOLOGY JV  LLC,1,2723447.84,DEPT OF THE ARMY,541330,True
KORTE -RIVER CITY JV,1,2715236.0,DEPT OF THE ARMY,236220,True
ROCKSOL CONSULTING GROUP  INC.,3,2710113.92,FEDERAL HIGHWAY ADMINISTRATION,541330,True
KEETON CORRECTIONS  INC.,2,2707628.92,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
WINSTON-SALEM INDUSTRIES FOR THE BLIND  INC.,1,2698330.71,"USDA, DEPARTMENTAL ADMINISTRATION",339944,True
ADS TACTICAL  INC.,2,2697225.75,"DEPT OF THE ARMY, FEDERAL ACQUISITION SERVICE",332999,True
EYP-LORING LLC,1,2696379.18,SMITHSONIAN INSTITUTION,541310,True
INFO-TECH RESEARCH GROUP INC.,2,2691255.86,"DEPARTMENTAL OFFICES, OFFICES, BOARDS AND DIVISIONS",541519,True
AERO PRECISION & REPAIR OVERHAUL CO INC,3,2690596.2800000003,U.S. COAST GUARD,488190,True
DRS NAVAL POWER SYSTEMS INC,2,2689073.45,DEPT OF THE NAVY,"334412, 335312",True
KOKOSING INC.,1,2684000.0,DEPT OF THE ARMY,237990,True
LEO A DALY + NBBJ JV,1,2680165.4,PUBLIC BUILDINGS SERVICE,541310,True
TRC GOVERNMENT SERVICES  LLC,2,2674584.0,DEFENSE LOGISTICS AGENCY,493190,True
OKLAHOMA GAS AND ELECTRIC COMPANY,1,2667597.5,DEPT OF THE AIR FORCE,221118,True
CORNERSTONE PROGRAMS CORP,1,2667134.99,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
UNIVERSITY OF CALIFORNIA  DAVIS,1,2665102.5,ENVIRONMENTAL PROTECTION AGENCY,541380,True
L3HARRIS APPLIED TECHNOLOGIES  INC,1,2657140.79,DEPT OF THE NAVY,334517,True
ENVIROVANTAGE INC,3,2651541.08,DEPT OF THE ARMY,238910,True
CONSTELLATION SOFTWARE INC,3,2651171.24,"DEPT OF THE NAVY, VETERANS AFFAIRS, DEPARTMENT OF",511210,True
USA WASTE OF CALIFORNIA  INC,1,2644148.24,DEPT OF THE NAVY,562111,True
PEOPLETEC  INC.,1,2636093.0,MISSILE DEFENSE AGENCY (MDA),541715,True
COUNTY REHABILITATION CENTER INC,1,2629653.44,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
E S WAGNER COMPANY,1,2628706.74,NATIONAL PARK SERVICE,237990,True
MIKE HOOKS  INC.,2,2611300.0,DEPT OF THE ARMY,237990,True
FIRETROL PROTECTION SYSTEMS  INC.,1,2597387.21,DEPT OF THE NAVY,238210,True
ABLE AEROSPACE SERVICES  INC.,2,2595831.6799999997,DEPT OF THE AIR FORCE,336411,True
STANLEY CONSULTANTS-STANTEC JV,2,2593225.7600000002,DEPT OF THE ARMY,541330,True
RIO GRANDE ELECTRIC COOPERATIVE  INC.,1,2573235.74,DEFENSE LOGISTICS AGENCY,221122,True
RQ-MAGANN JV,1,2564165.63,DEPT OF THE NAVY,237990,True
EVERSOURCE ENERGY,1,2560163.0,U.S. COAST GUARD,221122,True
UNIVERSITY OF DELAWARE,2,2539883.0,DEPT OF THE ARMY,541715,True
AVESHKA  INC.,2,2534146.3499999996,EXECUTIVE OFFICE OF THE PRESIDENT,541511,True
STRAUB CONSTRUCTION  INC.,1,2522631.0,DEPT OF THE ARMY,236220,True
GOODRICH CORP,2,2521693.43,DEPT OF THE NAVY,"334511, 336611",True
THE ESCAL INSTITUTE OF ADVANCED TECHNOLOGIES INC,2,2514501.0,DEPT OF THE AIR FORCE,541519,True
TRELLISWARE TECHNOLOGIES INC,2,2509473.0,"DEPT OF THE ARMY, U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)",334220,True
AMETEK  INC.,2,2504180.0,"DEFENSE LOGISTICS AGENCY, DEPT OF THE NAVY","325920, 336413",True
U.S. BANK NATIONAL ASSOCIATION,1,2500000.0,"VETERANS AFFAIRS, DEPARTMENT OF",522110,True
CHESAPEAKE TECHNOLOGY INTERNATIONAL  CORP.,1,2481482.0,DEPT OF THE NAVY,513210,True
ROTHERMERE CONTINUATION LIMITED,2,2479186.07,US GEOLOGICAL SURVEY,541360,True
INTACT TECHNOLOGY INC,1,2458421.0,INTERNAL REVENUE SERVICE,541519,True
MIDEA GROUP CO.  LTD.,1,2457611.92,FEDERAL ACQUISITION SERVICE,333922,True
HENNEBERY EDDY ARCHITECTS  INC.,2,2449904.5,NATIONAL PARK SERVICE,541330,True
OREGON UNIVERSITY SYSTEM,1,2446618.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541715,True
"APHENA PHARMA SOLUTIONS - TENNESSEE, LLC",3,2435982.02,"VETERANS AFFAIRS, DEPARTMENT OF","493110, 561910",True
AEGIS TOXICOLOGY SCIENCES CORPORATION,1,2427648.5,CENTERS FOR DISEASE CONTROL AND PREVENTION,621511,True
J. F. TAYLOR  INC.,2,2425399.45,DEPT OF THE NAVY,541330,True
TIMKEN COMPANY  THE,1,2411640.0,DEFENSE LOGISTICS AGENCY,336413,True
HAWKINS DELAFIELD & WOOD LLP,1,2410750.0,DEPT OF THE ARMY,541110,True
MARYLAND INDUSTRIAL TRUCKS  INCORPORATED,1,2399383.0,DEFENSE LOGISTICS AGENCY,333120,True
MARINEX CONSTRUCTION INC,1,2395601.68,DEPT OF THE ARMY,237990,True
HC CONTRACTORS  LLC,1,2392576.32,DEPT OF THE ARMY,237310,True
BANYAN COMMUNITY HEALTH CENTER INC,2,2384666.12,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
CROSS COUNTRY HEALTHCARE  INC.,1,2378584.0,INDIAN HEALTH SERVICE,561320,True
O K FOODS INC,1,2374154.4,AGRICULTURAL MARKETING SERVICE,311615,True
LEVEL 3 TELECOM HOLDINGS  LLC,1,2352738.84,NATIONAL INSTITUTES OF HEALTH,517110,True
FRANCOIS IV,2,2340500.0,DEPT OF THE AIR FORCE,"541715, 811310",True
HEICO CORPORATION,1,2340015.8,DEPT OF THE AIR FORCE,811210,True
PEMBROOKE OCCUPATIONAL HEALTH  INC.,1,2334520.53,DEPARTMENTAL OFFICES,621999,True
OHIO MACHINERY CO.,2,2330185.0,DEFENSE LOGISTICS AGENCY,"332510, 333618",True
STERLING CONSTRUCTION COMPANY  INC.,1,2321458.45,FEDERAL HIGHWAY ADMINISTRATION,237310,True
GOVERNMENT OF THE UNITED STATES,1,2314760.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541715,True
ACME AEROSPACE  INC.,2,2310093.5700000003,DEFENSE LOGISTICS AGENCY,335911,True
ROCK VALLEY COMMUNITY PROGRAMS INC,1,2308683.74,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
SCI TECHNOLOGY  INC,1,2297538.5,U.S. COAST GUARD,334220,True
DY4 INC,1,2286375.0,DEPT OF THE NAVY,334418,True
AVION SOLUTIONS  INC.,2,2282406.79,DEPT OF THE ARMY,541330,True
HITACHI  LTD.,2,2280603.0,DEFENSE LOGISTICS AGENCY,334416,True
LIQUIDAGENTS HEALTHCARE  LLC,2,2280000.0,INDIAN HEALTH SERVICE,561320,True
GEOSYNTEC CONSULTANTS  INC.,1,2278857.0,DEPT OF THE ARMY,541715,True
HUMAN SERVICE CENTER,2,2274152.6,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
ABM FACILITY SUPPORT SERVICES  LLC,1,2272190.4,"ENERGY, DEPARTMENT OF",334512,True
CHANGE HEALTHCARE OPERATIONS  LLC,1,2265539.94,"VETERANS AFFAIRS, DEPARTMENT OF",518210,True
DUNLAP AND ASSOCIATES  INC.,1,2239193.2,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,541720,True
KALAMAZOO PROBATION ENHANCEMENT PROGRAM,2,2238364.6,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
SIRIUS FEDERAL LLC,2,2237947.76,"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA), DEPT OF THE NAVY","334111, 541519",True
ALVIS INC,1,2232427.58,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
LEEWARD CONSTRUCTION INC.,1,2222222.0,DEPT OF THE ARMY,237110,True
DEFINITIVE LOGIC CORPORATION,1,2220547.06,"STATE, DEPARTMENT OF",541519,True
FJC SECURITY SERVICES INC,1,2197818.29,OFFICE OF PROCUREMENT OPERATIONS,561612,True
TREEHOUSE FOODS  INC.,1,2197569.09,AGRICULTURAL MARKETING SERVICE,311230,True
CITY OF JACKSONVILLE,1,2192256.0,DEFENSE LOGISTICS AGENCY,221310,True
SO-PAK-CO  INC,1,2186725.0,DEFENSE LOGISTICS AGENCY,311999,True
OIL STATES INDUSTRIES  INC.,2,2175365.0,DEPT OF THE NAVY,332919,True
RAND CONSTRUCTION COMPANY,1,2172840.0,PUBLIC BUILDINGS SERVICE,236220,True
HISPANIC ASSOCIATION OF COLLEGES & UNIVERSITIES,1,2165899.73,PENSION BENEFIT GUARANTY CORPORATION,541612,True
SCRIPTPRO USA INC,2,2155884.15,"VETERANS AFFAIRS, DEPARTMENT OF",339112,True
MACROLINK  INC.,2,2150491.56,DEPT OF THE NAVY,334290,True
VOLUNTEERS OF AMERICA OF INDIANA  INC.,2,2150420.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
SHI INTERNATIONAL CORP.,2,2149291.86,DEPT OF THE ARMY,511210,True
HANSEN-MUELLER CO,1,2148000.0,AGRICULTURAL MARKETING SERVICE,311999,True
SODEXO MANAGEMENT INC.,1,2147842.59,DEPT OF THE NAVY,722310,True
ELECTROMECH TECHNOLOGIES LLC,1,2147753.36,DEFENSE LOGISTICS AGENCY,336413,True
BLOOMBERG L.P.,1,2145000.0,INTERNAL REVENUE SERVICE,511120,True
MCCARTHY HITT - NEXT NGA WEST JOINT VENTURE,1,2141180.0,DEPT OF THE ARMY,236220,True
DEPARTMENT OF REHABILITATION S,1,2137473.05,DEPT OF THE AIR FORCE,722310,True
KCI USA  INC.,1,2137410.0,"VETERANS AFFAIRS, DEPARTMENT OF",339112,True
RMF ENGINEERING  INC.  P.C.,2,2133312.0,NATIONAL INSTITUTES OF HEALTH,541330,True
DEAF ACCESS SOLUTIONS  INC,1,2130900.4,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,541930,True
XEROX HOLDINGS CORPORATION,1,2130390.73,FEDERAL ACQUISITION SERVICE,333316,True
CENTURUM INC.,2,2128970.41,DEPT OF THE NAVY,541330,True
PAGE IMEG JOINT VENTURE  LLC,1,2128133.0,DEPT OF THE AIR FORCE,541330,True
KORTE-RIVER CITY JV,1,2123022.0,DEPT OF THE ARMY,236220,True
A-DEC  INC.,2,2120947.2,DEFENSE LOGISTICS AGENCY,423450,True
FEDERAL STAFFING RESOURCES  LLC,1,2115978.18,DEPT OF THE ARMY,561110,True
STATE OF OREGON DEPARTMENT OF FISH AND WILDLIFE,2,2115231.52,DEPT OF THE ARMY,112511,True
VETERAN ENTERPRISE TECHNOLOGY SERVICES  LLC,2,2113138.08,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,541990,True
SEED INNOVATIONS  LLC,2,2110308.9,DEPT OF THE AIR FORCE,541511,True
PCCI  INC.,1,2101176.93,"ENERGY, DEPARTMENT OF",541330,True
MARYLAND STATE DEPARTMENT OF EDUCATION,1,2099534.4,DEPT OF THE ARMY,722310,True
FEDRESULTS  INC.,1,2091189.32,DEPT OF THE NAVY,511210,True
FLIR DETECTION  INC.,1,2088623.78,DEPT OF THE ARMY,325998,True
GEORGE MASON UNIVERSITY,2,2088427.0,FEDERAL HIGHWAY ADMINISTRATION,541715,True
SARGENTO FOODS INC.,1,2076255.47,AGRICULTURAL MARKETING SERVICE,311513,True
WISCONSIN COMMUNITY SERVICES  INC.,1,2069820.54,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
TOWILL  INC.,1,2069102.0,DEPT OF THE ARMY,541370,True
STUDIOS ARCHITECTURE,1,2066980.06,PUBLIC BUILDINGS SERVICE,541310,True
PHARM-OLAM  LLC,1,2065280.0,ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,541714,True
AECOM - HDR JOINT VENTURE DESIGN TEAM JV,1,2064535.41,DEPT OF THE ARMY,541330,True
ABB INC,1,2057763.01,U.S. COAST GUARD,336611,True
ILLUMINA  INC.,2,2057211.54,NATIONAL INSTITUTES OF HEALTH,334516,True
LABVANTAGE SOLUTIONS PRIVATE LIMITED,1,2050000.0,DEPT OF THE NAVY,541513,True
CLIENT NETWORK SERVICES LLC,1,2044979.83,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,524298,True
ATMOSPHERIC & SPACE TECHNOLOGY RESEARCH ASSOCIATES LLC,1,2036930.0,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,541715,True
CREOAL CONSULTING LLC,1,2035200.0,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,541513,True
BEI PRECISION SYSTEMS & SPACE COMPANY  INC,1,2033900.0,DEFENSE LOGISTICS AGENCY,334511,True
NATIONAL SPECTRUM CONSORTIUM INC,1,2032616.7,OFFICE OF THE SECRETARY,813910,True
PAR GOVERNMENT SYSTEMS CORPORATION,1,2030979.0,DEPT OF THE ARMY,541330,True
BRTRC FEDERAL SOLUTIONS  INC.,2,2028398.54,DEPT OF THE ARMY,811111,True
ONEX CORPORATION,2,2025405.52,"VETERANS AFFAIRS, DEPARTMENT OF",423450,True
LEO A DALY COMPANY,1,2017295.39,PUBLIC BUILDINGS SERVICE,541310,True
L-3 COMMUNICATIONS VERTEX AEROSPACE LLC,2,2015117.31,"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA), DEPT OF THE NAVY",488190,True
MORRIS GROUP  INC.,1,2006907.99,DEFENSE LOGISTICS AGENCY,333517,True
MEGGITT (ROCKMART)  INC.,2,2005988.0,DEFENSE LOGISTICS AGENCY,"326299, 336413",True
BLACK & VEATCH-STANTEC JV LOUISVILLE,1,2003498.16,DEPT OF THE ARMY,541330,True
"T-MOBILE USA, INC.",1,2003286.92,DEPT OF THE ARMY,517312,True
APTIM-TOKYU CONSTRUCTION JV  LLC,1,2001767.89,DEPT OF THE NAVY,236220,True
3A  LLC,1,2000000.0,SECURITIES AND EXCHANGE COMMISSION,541512,True
TTEC GOVERNMENT SOLUTIONS LLC,1,2000000.0,FEDERAL ACQUISITION SERVICE,541519,True
PIONEER INDUSTRIES  INC.,1,1999999.66,DEFENSE LOGISTICS AGENCY,332999,True
PIONEER INDUSTRIES  LLC,1,1999999.56,DEFENSE LOGISTICS AGENCY,332510,True
ABSG CONSULTING INC,1,1998350.0,PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,541330,True
MAERSK INC.,1,1992307.69,DEPT OF THE NAVY,483111,True
UNIVERSITY OF ILLINOIS,1,1991222.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),541715,True
FLINT ELECTRIC MEMBERSHIP CORP,1,1988347.0,DEFENSE LOGISTICS AGENCY,221122,True
WAUKESHA BEARINGS CORPORATION,1,1982875.0,DEPT OF THE NAVY,332919,True
CLARK NEXSEN INC,2,1977196.0,U.S. COAST GUARD,541330,True
ABRAXAS ALLIANCE  INC.,2,1973907.0,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,623990,True
THOMAS INSTRUMENT & MACHINE CO.  INC.,1,1971881.0,DEPT OF THE AIR FORCE,811219,True
HB&A  LLC,2,1971236.92,DEPT OF THE AIR FORCE,541330,True
CACI-ISS  LLC,2,1968303.4,DEPT OF THE AIR FORCE,541519,True
VOITH HYDRO INC,1,1964434.91,BUREAU OF RECLAMATION,333611,True
JAVA PRODUCTIONS  INC.,1,1958028.8,PUBLIC BUILDINGS SERVICE,541611,True
LOUISIANA UNIV LAFAYETTE,1,1955151.0,NATIONAL INSTITUTES OF HEALTH,541715,True
HEALTHEWAY  INC.,1,1950000.0,"VETERANS AFFAIRS, DEPARTMENT OF",518210,True
MERCHANTS CO,1,1949616.0,DEFENSE LOGISTICS AGENCY,311999,True
NOVARTIS AG,1,1947738.6,"VETERANS AFFAIRS, DEPARTMENT OF",325412,True
ON ASSIGNMENT  INC.,1,1944297.68,"OFFICES, BOARDS AND DIVISIONS",541512,True
TACTAIR FLUID CONTROLS INC,1,1937757.0,DEFENSE LOGISTICS AGENCY,336413,True
